x,y,z,xt,yt,zt
0.044619, -0.404098, -1.787656, , , 
0.791269, -0.542419, -1.082247, , , 
0.775390, -0.530930, -1.047344, , , 
0.665112, -0.509456, -1.134636, , , 
0.536160, -0.173764, -1.191604, , , 
-0.349689, -1.287040, -2.433389, , , 
0.037127, -0.191536, -1.324707, , , 
0.775352, -0.099976, -0.998219, , , 
-0.069186, -0.231281, -1.342357, , , 
0.278814, -0.158705, -1.307002, , , 
0.842946, 0.020738, -1.102187, , , 
0.422929, -0.146265, -1.187569, , , 
0.500625, -1.334865, -2.063901, , , 
0.786688, -0.377643, -0.735836, , , 
0.942843, 0.040664, -1.494645, , , 
0.840798, -1.206490, -1.819557, , , 
0.637099, -1.149436, -2.158457, , , 
0.554039, -0.278110, -1.368031, , , 
0.276076, -0.162995, -1.260310, , , 
0.079155, -0.362125, -1.391209, , , 
-0.254054, -1.723681, -2.764477, , , 
0.011444, -1.713899, -2.762793, , , 
0.304390, -0.125216, -1.039300, , , 
-0.114897, -0.150053, -1.246333, , , 
0.728947, -0.554611, -1.347557, , , 
0.149286, -1.228869, -2.431963, , , 
0.369473, -0.450021, -1.556161, , , 
0.245607, -0.163503, -1.075784, , , 
0.839701, -1.362741, -2.298551, , , 
0.305058, -0.124635, -1.042244, , , 
0.557613, -0.413225, -1.510385, , , 
0.798887, -0.547212, -1.094601, , , 
-0.216766, -1.081192, -2.252990, , , 
0.556349, -0.429915, -1.478238, , , 
0.775849, -0.101094, -0.996284, , , 
-0.130502, -0.543493, -1.607013, , , 
0.629502, -0.378374, -0.806068, , , 
-1.184857, -1.445049, -3.645381, , , 
-0.054196, -0.437915, -1.485045, , , 
0.642282, -0.088149, -1.064425, , , 
0.351000, -0.148648, -1.222154, , , 
0.593092, -0.475380, -1.516204, , , 
-0.111846, -0.203400, -1.332107, , , 
0.630311, -0.378507, -0.808622, , , 
-0.091917, -1.703532, -2.806008, , , 
0.630817, -0.092399, -1.038702, , , 
0.894960, -0.076511, -1.047977, , , 
-0.002487, -0.162937, -1.286566, , , 
0.645507, -1.880411, -3.818081, , , 
1.328366, -1.184982, -1.758862, , , 
0.520835, -0.981942, -2.041572, , , 
-0.252180, -0.683856, -1.767668, , , 
0.043248, 0.143868, -1.066123, , , 
-0.842435, -0.206898, -2.537441, , , 
-0.048401, -0.175159, -1.296006, , , 
0.074003, 0.160371, -1.060229, , , 
0.090867, 0.159459, -1.050780, , , 
0.095721, -0.303614, -1.434793, , , 
0.608450, 0.252909, -0.919704, , , 
0.470356, -0.052411, -1.022909, , , 
0.010923, 0.176464, -1.035138, , , 
0.065358, 0.186690, -1.026163, , , 
0.397492, 0.199535, -1.037495, , , 
0.363319, -0.101469, -1.056133, , , 
-0.181684, -0.625763, -1.724841, , , 
-0.136279, -0.205763, -1.326124, , , 
0.097742, 0.111813, -1.084608, , , 
0.549536, 0.176342, -0.969166, , , 
0.101484, -0.118132, -1.234190, , , 
0.412598, 0.013042, -1.042435, , , 
0.481226, -0.224145, -1.330528, , , 
0.166683, 0.399416, -0.851047, , , 
0.509104, 0.387918, -0.833144, , , 
-0.031137, 0.411195, -0.954536, , , 
0.682178, 0.221742, -0.922865, , , 
-0.176552, 0.382070, -0.955603, , , 
1.145741, -0.116700, -1.458319, , , 
0.834733, -0.081171, -1.057353, , , 
0.314628, 0.385563, -0.825445, , , 
0.709763, -0.079943, -1.047893, , , 
0.749607, -0.103536, -1.132909, , , 
0.207022, 0.374143, -0.882345, , , 
0.388412, 0.321946, -0.888849, , , 
-0.062062, -0.314178, -1.431112, , , 
0.345316, 0.084096, -1.105846, , , 
0.590563, 0.149493, -0.989929, , , 
-0.200524, 0.186664, -1.024399, , , 
0.317148, 0.386418, -0.832782, , , 
0.104056, 0.345814, -0.875332, , , 
0.018688, 0.271613, -0.958971, , , 
0.532665, 0.386590, -0.839039, , , 
0.017642, 0.160241, -1.066176, , , 
0.191579, -0.345078, -1.499511, , , 
0.332286, 0.327909, -0.895057, , , 
-0.184284, 0.379299, -0.962582, , , 
0.890488, 0.218426, -0.943928, , , 
0.137024, 0.167543, -0.997607, , , 
-0.027942, 0.410230, -0.947119, , , 
0.166651, 0.398760, -0.851428, , , 
0.481372, -0.063059, -1.064294, , , 
0.165620, 0.393331, -0.851269, , , 
0.873215, 0.726863, -1.564839, , , 
0.165716, 0.400211, -0.862956, , , 
-0.078066, 0.215967, -0.931089, , , 
-0.048295, 0.080955, -1.096783, , , 
-0.116320, 0.141994, -1.074411, , , 
0.253497, 0.101428, -0.981221, , , 
0.636144, -0.076733, -1.224745, , , 
0.017454, -0.135836, -1.251069, , , 
0.128898, 0.122462, -1.089346, , , 
0.544042, 0.285000, -0.915844, , , 
-0.044232, 0.376103, -0.914457, , , 
-0.056320, 0.088528, -1.082381, , , 
0.054205, 0.304047, -0.924607, , , 
0.114196, 0.075463, -1.090852, , , 
0.098811, 0.314592, -0.900195, , , 
0.550484, 0.235786, -0.988892, , , 
0.436971, 0.322718, -0.887024, , , 
0.296439, 0.062441, -0.944758, , , 
0.631188, -0.087817, -1.065514, , , 
-0.051106, 0.205089, -0.969827, , , 
0.093051, 0.125691, -1.079509, , , 
0.316529, 0.410488, -0.897475, , , 
-0.029025, 0.295679, -0.933199, , , 
0.309276, 0.403227, -0.869437, , , 
-0.054780, 0.205601, -0.981832, , , 
0.242321, 0.083708, -1.006818, , , 
0.607809, 0.251903, -0.917107, , , 
0.029945, -0.130699, -1.559391, , , 
0.291984, -0.035842, -0.948265, , , 
0.075255, -0.002833, -1.174820, , , 
0.030646, -0.330584, -1.454273, , , 
0.018677, 0.056550, -1.129368, , , 
0.131233, 0.125736, -1.055976, , , 
0.813003, 0.235631, -0.949034, , , 
0.088164, -0.009755, -1.197770, , , 
1.238929, 1.396446, -2.748074, , , 
1.576145, 1.226865, -2.621984, , , 
0.199845, 0.388748, -0.842541, , , 
0.979867, 1.301019, -2.882875, , , 
0.710699, 1.256367, -2.490235, , , 
0.250347, 0.856575, -1.791397, , , 
0.178726, 0.399258, -0.873662, , , 
1.126300, 1.271989, -2.453214, , , 
0.778304, 0.799776, -1.678390, , , 
0.539812, 0.386962, -0.844502, , , 
1.415768, 1.692085, -2.995903, , , 
0.383580, 0.044329, -1.081325, , , 
0.084962, 0.187808, -1.027418, , , 
-0.212161, 0.952458, -2.039575, , , 
0.118748, 1.272259, -2.613811, , , 
1.099820, 0.836952, -1.624633, , , 
0.466685, 1.101953, -2.502444, , , 
0.266763, 1.113456, -2.622815, , , 
0.878042, 0.115190, -1.007504, , , 
0.253476, 0.101949, -0.979342, , , 
0.922226, 0.111494, -1.004285, , , 
0.640941, 0.248747, -0.929402, , , 
1.168798, 1.321658, -2.567500, , , 
0.321911, 0.118839, -1.057907, , , 
0.258719, 0.148988, -1.010040, , , 
0.792628, 1.428340, -2.912365, , , 
-0.061033, 0.241715, -0.995986, , , 
0.710848, 1.259186, -2.499699, , , 
0.917274, 0.871990, -1.695357, , , 
0.273578, 1.062409, -2.479556, , , 
0.536038, 0.385141, -0.838471, , , 
0.116033, 0.086461, -1.056017, , , 
-0.060857, 0.243274, -0.996620, , , 
0.094186, -0.010605, -1.191584, , , 
0.880161, 0.219461, -0.931288, , , 
1.502871, 1.184183, -2.507347, , , 
0.881160, 0.149328, -0.986462, , , 
0.090231, 0.157116, -1.057579, , , 
0.386984, 0.065146, -1.125134, , , 
1.357829, 1.078547, -2.224873, , , 
0.728394, 0.934843, -2.071922, , , 
0.307851, 0.150666, -1.017604, , , 
0.259771, 0.961645, -2.172438, , , 
-0.016807, 0.046914, -1.157729, , , 
0.393487, 0.222190, -0.985365, , , 
0.259917, 0.941627, -2.092742, , , 
-0.063970, -0.176258, -1.298003, , , 
0.661875, 0.844508, -1.770930, , , 
0.351521, -0.070491, -1.076226, , , 
0.509658, 0.238328, -0.863978, , , 
1.331670, 1.073076, -2.168268, , , 
1.126676, 0.954115, -1.532553, , , 
0.307875, 0.373329, -0.814024, , , 
-0.031799, 0.411295, -0.961719, , , 
0.470057, 0.831008, -1.713300, , , 
1.070518, 0.885356, -1.666716, , , 
-0.051397, -0.174916, -1.301199, , , 
0.779058, 0.158352, -0.960479, , , 
0.076445, -0.013229, -1.194521, , , 
0.114937, 0.079520, -1.085371, , , 
0.888845, 0.746016, -1.581958, , , 
-0.185688, 0.762331, -1.715320, , , 
0.674820, 0.141567, -0.971497, , , 
0.445132, -0.591536, -1.615241, , , 
0.053302, 0.303920, -0.932665, , , 
0.185312, -0.325666, -1.344356, , , 
-0.032178, -0.666699, -1.773410, , , 
0.655205, 0.165102, -0.968803, , , 
-0.070525, -0.231914, -1.347435, , , 
-0.152123, 0.329171, -0.930016, , , 
0.682633, 0.130381, -0.996675, , , 
0.251601, 0.115429, -0.976990, , , 
0.329819, 0.294949, -0.916719, , , 
0.343683, 0.202964, -1.007610, , , 
0.653874, -0.085334, -1.094025, , , 
0.640141, -0.091336, -1.053439, , , 
-0.177999, -0.618362, -1.709706, , , 
0.437071, -1.004431, -2.100183, , , 
0.717995, -0.919375, -1.945248, , , 
0.435654, -0.997396, -2.080039, , , 
0.132192, -0.076665, -1.239502, , , 
0.048686, -0.006420, -1.193914, , , 
0.386195, -0.443802, -1.528818, , , 
0.875320, -0.524381, -1.043552, , , 
-0.037971, -0.612278, -1.651347, , , 
-0.128716, -0.606476, -1.726003, , , 
-0.242468, -0.691029, -1.782605, , , 
0.781624, -0.098340, -1.008206, , , 
0.480745, -0.308711, -1.404664, , , 
0.637238, -0.609229, -1.755457, , , 
0.311744, -0.023355, -1.126366, , , 
-0.337913, -0.610392, -1.706600, , , 
-0.078053, -0.620493, -1.697955, , , 
0.600183, -0.460207, -1.567504, , , 
-0.031872, -0.482682, -1.526828, , , 
0.330528, -0.106742, -1.231578, , , 
0.004744, -0.410850, -1.456412, , , 
-0.172526, -0.470465, -1.612463, , , 
0.037696, -0.241033, -1.354892, , , 
0.557135, -0.169636, -1.289371, , , 
0.465537, -0.638657, -1.711836, , , 
0.075400, -0.002681, -1.171708, , , 
0.763121, 0.009272, -1.162370, , , 
0.881837, -1.281927, -1.955633, , , 
0.389629, -0.107482, -1.028611, , , 
0.001673, -1.749134, -2.827970, , , 
-0.516115, -1.320564, -2.488909, , , 
0.136132, -0.081062, -1.244188, , , 
0.168164, -0.113931, -1.188236, , , 
0.176519, -0.094601, -1.192828, , , 
0.798253, -0.676465, -1.015122, , , 
0.444469, -1.024797, -2.145515, , , 
-0.185666, -0.633062, -1.753128, , , 
-0.205410, -0.338419, -1.509142, , , 
0.026365, -0.130787, -1.268090, , , 
-1.211646, -1.480518, -3.740250, , , 
-0.127755, -0.144270, -1.279817, , , 
0.602743, -0.339914, -1.411013, , , 
0.538525, -0.584737, -1.670247, , , 
0.595232, -0.298259, -1.373852, , , 
0.195028, 0.023224, -0.980602, , , 
0.145708, -1.054733, -2.179048, , , 
0.563225, 0.260032, -0.935452, , , 
-0.072613, -0.330709, -1.479023, , , 
0.474898, 0.203088, -1.000509, , , 
0.287425, 0.069392, -0.950637, , , 
-0.006721, -0.173968, -1.296545, , , 
0.245353, 0.013812, -0.948684, , , 
0.285345, -0.240860, -1.325039, , , 
-0.161046, -0.100372, -1.240227, , , 
0.787030, 0.122024, -1.015900, , , 
0.029619, 0.160269, -1.004234, , , 
0.035980, -0.340326, -1.431314, , , 
-0.220032, -0.311508, -1.485330, , , 
-0.139956, 0.236435, -0.971779, , , 
0.671625, 0.896749, -1.724786, , , 
0.794278, 0.938966, -1.796126, , , 
0.230015, 0.369752, -0.953413, , , 
0.306559, -0.139462, -1.090130, , , 
0.284021, 0.058572, -0.921379, , , 
0.502224, 0.388634, -0.833207, , , 
0.651175, -0.084770, -1.084881, , , 
0.332884, 0.331478, -0.896049, , , 
0.306035, -0.137928, -1.085452, , , 
0.251134, -0.406695, -1.504230, , , 
0.205200, -0.086829, -1.100342, , , 
0.944965, -0.040853, -1.139897, , , 
-0.300757, -0.550364, -1.711264, , , 
0.322400, 0.118699, -1.044595, , , 
0.250402, -0.390252, -1.461109, , , 
-0.044451, 0.109807, -1.083515, , , 
0.060890, 0.148441, -1.051941, , , 
0.194644, -0.162042, -1.148987, , , 
0.193317, 0.020855, -0.995289, , , 
-0.120533, 0.288809, -0.945241, , , 
0.305747, -0.124789, -1.044226, , , 
0.307914, -0.142222, -1.099457, , , 
0.027986, 0.177828, -1.039651, , , 
0.189376, -0.109198, -1.063178, , , 
0.559234, 0.264491, -0.990369, , , 
0.194914, -0.268982, -1.314813, , , 
0.319237, 0.395864, -0.845706, , , 
0.522933, 0.237058, -0.899211, , , 
0.536650, 0.143505, -0.956335, , , 
0.388808, -0.061823, -1.113253, , , 
0.323002, 0.395770, -0.835829, , , 
0.301525, -0.104523, -0.976473, , , 
-0.034186, 0.114177, -1.053909, , , 
0.913827, -0.029844, -1.098016, , , 
0.537515, 0.371991, -0.825296, , , 
0.065800, 0.182613, -1.024585, , , 
0.181215, -0.055630, -1.135845, , , 
0.065586, 0.163002, -1.021317, , , 
-0.183367, -0.412639, -1.499270, , , 
0.553860, -0.200219, -1.280502, , , 
-0.099220, 0.177870, -0.974375, , , 
-0.026589, -0.429348, -1.466429, , , 
0.833259, 0.152956, -0.980847, , , 
0.619014, -0.001974, -0.930311, , , 
0.204611, -0.014738, -0.975599, , , 
-0.058786, 0.377243, -0.905698, , , 
-0.135273, -0.117639, -1.256276, , , 
0.336636, 0.309118, -1.016013, , , 
0.639527, 0.238426, -0.937998, , , 
-0.049668, 0.370900, -0.880700, , , 
0.075766, 0.135453, -1.079529, , , 
0.268585, 0.333344, -0.940093, , , 
0.210128, -0.073916, -1.059809, , , 
0.267330, 0.322583, -0.880997, , , 
0.836916, 0.150911, -0.920581, , , 
0.113524, -0.364583, -1.396643, , , 
0.518781, -0.078937, -0.935342, , , 
0.354247, 0.050349, -1.071061, , , 
0.241011, 0.000732, -0.996006, , , 
-0.098795, 0.179188, -0.977262, , , 
0.533183, 0.273103, -0.895415, , , 
0.229343, -0.031114, -0.859909, , , 
-0.010518, 0.086729, -1.084113, , , 
0.624466, 0.497691, -0.949757, , , 
0.617835, 0.251082, -0.943056, , , 
0.594316, 0.171893, -0.970056, , , 
0.591233, 0.137431, -1.002039, , , 
0.380977, -0.053152, -1.057801, , , 
0.017900, 0.275369, -0.965761, , , 
0.471561, 0.833168, -1.728243, , , 
0.403513, 0.069179, -1.098451, , , 
0.306982, 0.002249, -0.945569, , , 
0.192633, 0.017653, -1.013106, , , 
0.345294, -0.057870, -1.122358, , , 
0.919312, -0.032174, -1.103687, , , 
-0.010146, 0.189877, -1.027051, , , 
0.206804, -0.072065, -1.061850, , , 
0.717033, -0.071434, -1.012143, , , 
-0.050114, 0.205756, -0.965519, , , 
0.772599, 0.159057, -0.986456, , , 
0.718139, -0.073493, -1.016526, , , 
0.636521, 0.850399, -1.598813, , , 
0.717321, -0.071245, -1.012073, , , 
0.356710, 0.046824, -1.100585, , , 
0.342317, 0.225481, -0.983534, , , 
0.405162, -0.153397, -1.096199, , , 
0.293813, -0.299636, -1.327947, , , 
0.611811, 0.253643, -0.924274, , , 
0.329649, -0.279890, -1.378188, , , 
0.744112, -0.085695, -1.061676, , , 
0.185507, 0.240769, -0.979472, , , 
0.396174, 0.201802, -1.007718, , , 
0.444996, 0.004980, -1.114999, , , 
0.344441, -0.059737, -1.133325, , , 
0.573358, 0.023741, -1.154484, , , 
0.395423, 0.313827, -0.885136, , , 
0.194155, 0.021186, -0.991980, , , 
0.020609, 0.271650, -0.952155, , , 
0.311384, 0.033675, -0.952645, , , 
0.686867, -0.092613, -1.089745, , , 
0.428509, 0.016323, -1.021447, , , 
0.542001, 0.582628, -0.971244, , , 
0.631864, -0.079259, -1.231395, , , 
0.294904, -0.260478, -1.296762, , , 
0.104177, -0.122373, -1.275205, , , 
0.234632, 0.134048, -1.278731, , , 
0.244763, 0.067391, -0.950889, , , 
0.531104, 0.334416, -0.875323, , , 
0.522053, 0.238777, -0.890284, , , 
-0.165191, 0.197206, -0.989638, , , 
0.260199, 0.153851, -1.072376, , , 
0.003250, -0.361903, -1.461389, , , 
-0.158580, 0.284891, -0.965714, , , 
0.047249, -0.154262, -1.224434, , , 
0.055722, 0.303875, -0.924915, , , 
0.404692, -0.106123, -1.116584, , , 
0.244040, -0.424296, -1.474574, , , 
0.122868, -0.140989, -1.227611, , , 
0.120994, -0.349980, -1.357109, , , 
0.302035, 0.066152, -0.747943, , , 
0.241879, 0.060821, -0.971922, , , 
0.723902, 0.018425, -1.028589, , , 
-0.052265, 0.229900, -0.983876, , , 
0.547142, 0.139358, -0.997522, , , 
0.063440, -0.303443, -1.442601, , , 
0.745017, 0.012548, -1.070197, , , 
-0.038568, 0.132800, -1.097866, , , 
0.052016, 0.210698, -1.011854, , , 
0.542426, -0.392912, -1.451273, , , 
0.526571, 0.362603, -0.796217, , , 
0.101238, -0.381246, -1.428702, , , 
0.506824, 0.390716, -0.840238, , , 
1.222700, -0.101743, -1.588039, , , 
0.530344, 0.334389, -0.877192, , , 
-0.142153, 0.203508, -0.952656, , , 
0.012752, 0.077423, -1.122014, , , 
0.691619, -0.090785, -1.084958, , , 
0.184575, -0.050446, -1.141419, , , 
0.174000, 0.239439, -0.950824, , , 
0.840655, -0.147189, -1.549068, , , 
0.413555, 0.340705, -0.908939, , , 
-0.072928, 0.203110, -0.943769, , , 
0.516640, -0.087588, -1.051676, , , 
0.532677, 0.337419, -0.887222, , , 
0.907206, -0.104737, -1.174798, , , 
0.545555, 0.115638, -1.116504, , , 
0.116787, -0.349681, -1.356113, , , 
0.511111, 0.243249, -0.841707, , , 
0.380570, -0.128403, -1.076408, , , 
0.642357, -0.074674, -1.198551, , , 
0.508010, 0.306886, -0.920021, , , 
0.244221, 0.082333, -0.975036, , , 
0.009906, 0.083710, -1.111936, , , 
0.680306, 0.204506, -0.934395, , , 
0.421894, -0.107785, -1.107194, , , 
0.411866, 0.338060, -0.894187, , , 
0.714975, 0.161559, -0.961790, , , 
0.179861, 0.240674, -0.962889, , , 
0.542186, 0.374368, -0.837232, , , 
0.654418, 0.191745, -0.998980, , , 
-0.086462, -0.084509, -0.981967, , , 
0.829126, -0.076158, -1.037939, , , 
0.054760, 0.047704, -1.117683, , , 
0.305743, 0.006255, -0.924213, , , 
0.053926, 0.072313, -1.104300, , , 
-0.131428, -0.431663, -1.495965, , , 
0.245148, 0.016632, -0.948885, , , 
0.361239, -0.320750, -1.364911, , , 
0.191734, 0.180625, -0.565857, , , 
-0.130069, 0.233223, -0.942379, , , 
0.400854, 0.317361, -0.909148, , , 
0.224324, 0.219017, -0.914157, , , 
0.683053, 0.278829, -0.924087, , , 
0.305685, 0.003989, -0.931398, , , 
0.592423, -0.067114, -1.118011, , , 
0.472887, 0.286524, -0.904827, , , 
0.141675, 0.217752, -0.851205, , , 
0.151240, -0.073012, -1.163703, , , 
0.104735, -0.129811, -1.278380, , , 
0.196826, 0.067745, -1.032343, , , 
0.501464, -0.258274, -1.303888, , , 
0.694061, 0.238733, -0.932105, , , 
